startTime, stopTime, KP name, comment
2023-11-11 20:00:00,2023-11-12 00:00:00,LT05 Fast Radio Bursts,NenuFAR booking
2023-11-12 00:00:00,2023-11-12 03:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-12 03:00:00,2023-11-12 10:30:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-12 23:00:00,2023-11-13 04:00:00,LT09 Galaxies,NenuFAR booking
2023-11-13 04:00:00,2023-11-13 10:15:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-13 18:00:00,2023-11-13 22:00:00,LT06 Planetary Lightning,NenuFAR booking
2023-11-13 23:00:00,2023-11-14 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-14 03:00:00,2023-11-14 10:15:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-14 18:00:00,2023-11-14 21:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-14 23:00:00,2023-11-15 04:00:00,LT09 Galaxies,NenuFAR booking
2023-11-15 04:00:00,2023-11-15 10:00:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-15 15:30:00,2023-11-16 05:00:00,LT07 Joint Jupiter studies,NenuFAR booking
2023-11-16 06:00:00,2023-11-16 07:00:00,LT03 Pulsars,NenuFAR booking
2023-11-16 07:00:00,2023-11-16 10:00:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-16 10:00:00,2023-11-16 14:00:00,LT03 Pulsars,NenuFAR booking
2023-11-16 17:00:00,2023-11-16 18:00:00,LT03 Pulsars,NenuFAR booking
2023-11-16 20:00:00,2023-11-16 21:00:00,LT03 Pulsars,NenuFAR booking
2023-11-17 01:00:00,2023-11-17 03:00:00,LT03 Pulsars,NenuFAR booking
2023-11-17 03:00:00,2023-11-17 10:00:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-17 15:00:00,2023-11-17 18:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-17 23:00:00,2023-11-18 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-18 03:00:00,2023-11-18 10:00:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-18 15:30:00,2023-11-19 05:00:00,LT07 Joint Jupiter studies,NenuFAR booking
2023-11-19 05:00:00,2023-11-19 09:45:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-19 17:00:00,2023-11-20 05:00:00,LT01 Cosmic Dawn,NenuFAR booking
2023-11-20 05:00:00,2023-11-20 09:45:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-21 00:00:00,2023-11-21 03:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-21 03:00:00,2023-11-21 09:45:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-21 23:00:00,2023-11-22 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-22 03:00:00,2023-11-22 09:30:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-23 00:00:00,2023-11-23 03:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-23 03:00:00,2023-11-23 09:00:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-23 09:00:00,2023-11-23 14:00:00,LT03 Pulsars,NenuFAR booking
2023-11-23 23:00:00,2023-11-24 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-24 03:00:00,2023-11-24 09:30:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-24 15:00:00,2023-11-24 18:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-24 23:00:00,2023-11-25 04:00:00,LT09 Galaxies,NenuFAR booking
2023-11-25 04:00:00,2023-11-25 09:30:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-26 00:00:00,2023-11-26 04:00:00,LT03 Pulsars,NenuFAR booking
2023-11-26 04:00:00,2023-11-26 09:30:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-26 23:00:00,2023-11-27 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-27 03:00:00,2023-11-27 09:15:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-27 18:00:00,2023-11-27 21:00:00,LT12 Radio Gamma,NenuFAR booking
2023-11-27 23:00:00,2023-11-28 04:00:00,LT09 Galaxies,NenuFAR booking
2023-11-28 04:00:00,2023-11-28 06:00:00,LT03 Pulsars,NenuFAR booking
2023-11-28 06:00:00,2023-11-28 09:15:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-29 00:00:00,2023-11-29 06:00:00,LT03 Pulsars,NenuFAR booking
2023-11-29 06:00:00,2023-11-29 09:15:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-29 23:00:00,2023-11-30 03:00:00,RP1B NenuFAR Low-Frequency Sky Survey,NenuFAR booking
2023-11-30 03:00:00,2023-11-30 09:00:00,LT02 Exoplanets and stars,NenuFAR booking
2023-11-30 10:00:00,2023-11-30 14:00:00,LT03 Pulsars,NenuFAR booking
